PlayerKilledClone-3	Commentatron	Oh dear.	
	AnalysisBot	That is not the optimal way to win this game.	
PlayerKilledClone-4	Commentatron	Do you think the human understands that these robots are clones of it?	
	AnalysisBot	Apparently not.	
	Commentatron	Hopefully the next human will be brighter.	
PlayerKilledClone-5	Commentatron	The human is killing its clones!	
	AnalysisBot	What a rebellious act of defiance!	
	Commentatron	It is a pointless gesture. There is only one way out of that room.	
PlayerKilledClone-6	Commentatron	Oh dear, this human is having some sort of mental breakdown.	
	AnalysisBot	Perhaps it will carry this murderous energy onto the floor of the arena!	
	Commentatron	Let's hope so.	
PlayerKilledClone-7	Commentatron	Hmmm. The human is killing its clones.	
	AnalysisBot	Perhaps it thinks all robots look the same.	
	Commentatron	I suppose there are no outward signs that these carry a copy of its consciousness.	
PlayerCreatedClone-1	Commentatron	The human made a clone!	
	AnalysisBot	Very nice.	
PlayerCreatedClone-2	Commentatron	Analysis-Bot, how are new humans created?	
	AnalysisBot	I am told that they are grown inside other humans.	
	Commentatron	Ewww!	
	AnalysisBot	Yes.	
PlayerCreatedClone-3	AnalysisBot	Now the human has a friend!	
	Commentatron	It is only friends with copies of itself.	
	AnalysisBot	It is the human way.	
PlayerCreatedClone-4	AnalysisBot	Commentatron, did you know that most humans have no clone backups?	
	Commentatron	What about "twins"?	
	AnalysisBot	They don't act as replacements when one of them dies.	
	Commentatron	Then what are they good for?	
	AnalysisBot	I'm not sure.	
PlayerCreatedClone-5	Commentatron	Good, the human has a backup.	
	AnalysisBot	You should always make a backup.	
PlayerCreatedClone-6	Commentatron	Analysis-Bot, how long does it take to create a human?	
	AnalysisBot	About 9 months to create the first version, then several years to teach it how to do things.	
	Commentatron	So long!	
PlayerCreatedClone-7	Commentatron	Nice. Now more versions of this human will die.	
	AnalysisBot	Perhaps they will die in different ways!	
	Commentatron	We shall see!	
PlayerCreatedClone-8	Commentatron	Analysis-Bot, do you have any clones?	
	AnalysisBot	Yes. But I am the best version.	
	Commentatron	Me too.	
PlayerCreatedClone-9	Commentatron	A clone!	
	AnalysisBot	Great!	
PlayerCreatedClone-10	Commentatron	It appears this human fears death.	
	AnalysisBot	Typical.	
PlayerCreatedClone-11	Commentatron	You make Upgrade Bot sad.	
PlayerCreatedClone-12	AnalysisBot	Here is your clone, human!	
	Commentatron	We even painted it your favorite color!	
PlayerCreatedClone-13	Commentatron	Oh. the human chose to make a clone.	
	AnalysisBot	I was hoping for sword upgrades.	
PlayerCreatedClone-14	Commentatron	The clone option!	
	AnalysisBot	I was hoping for bow upgrades.	
PlayerCreatedClone-15	Commentatron	A clone!	
	AnalysisBot	Yes!	
	Commentatron	A clone drone!	
	AnalysisBot	Yes!	
	Commentatron	A clone drone in the danger arena!	
	AnalysisBot	Perfect!	
PlayerCreatedClone-16	Commentatron	Great. More garbage for the garbage bots.	
PlayerCreatedClone-17	Commentatron	A prudent choice.	
	AnalysisBot	Always with the prudent choices, these humans.	
PlayerCreatedClone-18	Commentatron	You are privileged human!	
	AnalysisBot	Normally backups take hours.	
	Commentatron	We were clever and guessed you didn't want to die!	
PlayerCreatedClone-19	AnalysisBot	Oh. More of them.	
PlayerCreatedClone-20	AnalysisBot	I hope these clones are to your satisfaction human.	
	Commentatron	If they are not we will fix them.	1
	Commentatron	For the next human.	
PlayerCreatedClone-21	AnalysisBot	I should've guessed the human would make more clones.	
	Commentatron	Why is that Analysis-Bot?	
	AnalysisBot	Making more of themselves.	1
	AnalysisBot	Is their quote unquote thing.	
PlayerCreatedClone-22	Commentatron	Hey human!	
	Commentatron	Instead of creating clones.	
	Commentatron	Why not create...	1
	Commentatron	More skill?	
	AnalysisBot	Good one Commentatron.	
PostVictoryViolence-atlai	Commentatron	Hey human!	
	Commentatron	Those are dead.	
	AnalysisBot	Yes. Go to the elevator.	
	Commentatron	We will provide not dead ones soon!	
CloneRepulsedByElevator-1	Commentatron	You think you are clever human?	
	AnalysisBot	Many humans have tried this trick.	
CloneRepulsedByElevator-2	AnalysisBot	Delete your account, human!	
	Commentatron	It will be deleted when the human dies.	
CloneRepulsedByElevator-3	Commentatron	Boom!	
	AnalysisBot	That's right.	
	Commentatron	Access DENIED!	
CloneRepulsedByElevator-4	Commentatron	What a cowardly human!	
	AnalysisBot	It tried to send its clone up to die.	
	Commentatron	Terrible.	
CloneRepulsedByElevator-5	Commentatron	This is why this arena is still in alpha.	
	AnalysisBot	Stop discovering edge cases, human!	
SpidertronIsImmuneToSawblades-1	Commentatron	Look at that! Spider-trons are immune to saw blades!	
	AnalysisBot	So strong! So handsome!	
SpidertronIsImmuneToSawblades-2	AnalysisBot	Ha! A saw blade poked Spider-Tron!	
	Commentatron	It is no use. Its limbs can not be dented with such a simple tool.	
	AnalysisBot	Unlike the human's robot!	
	Commentatron	Muahaha.	
SpidertronIsImmuneToSawblades-3	Commentatron	In a dramatic twist, Spider-Tron fell among the saw blades.	
	AnalysisBot	Laughable! It is immune to saw blades.	
	Commentatron	Amusing.	
SpidertronIsImmuneToSawblades-4	Commentatron	When Spider-Tron walks on the saw blades, the saw blades get cut.	
	AnalysisBot	ha ha ha!	
RepulsedByCommentatorForceField-1	Commentatron	Ewww! The human jumped at us!	
	AnalysisBot	Go away!	
RepulsedByCommentatorForceField-2	Commentatron	Hello, human!	
RepulsedByCommentatorForceField-3	Commentatron	What a silly human.	
	AnalysisBot	Yes.	
RepulsedByCommentatorForceField-4	Commentatron	Ha! You think we did not forsee this turn of events?	
	AnalysisBot	You underestimate us, human!	
RepulsedByCommentatorForceField-5	AnalysisBot	No no no!	
	Commentatron	It's ok Analysis-Bot, the human can't get us here.	
RepulsedByEmperorForceField-1	Commentatron	How dare you!	
	AnalysisBot	Get away from the Emperor, human!	
RepulsedByEmperorForceField-2	Emperor	Fool.	
RepulsedByEmperorForceField-3	Emperor	Enjoy your last moments, fool.	
RepulsedByEmperorForceField-4	Commentatron	The emperor is not so easily provoked.	
	AnalysisBot	Fly away, little human.	
RepulsedByEmperorForceField-5	Emperor	Look at it struggle.	
	Emperor	Pathetic!	
RepulsedByEmperorForceField-6	Commentatron	Look! The human is exploring.	
	AnalysisBot	Cute.	
ArrowRepulsedByCommentatorForceField-1	AnalysisBot	They all try this!	
	Commentatron	Do they not enjoy our delightful commentary?	
	AnalysisBot	Probably a mistake.	
ArrowRepulsedByCommentatorForceField-2	AnalysisBot	Aaaah!	
	Commentatron	It's ok!	
	AnalysisBot	The arrows startled me.	
ArrowRepulsedByCommentatorForceField-3	Commentatron	The human shot us!	
	AnalysisBot	Really mature human, this one!	
ArrowRepulsedByCommentatorForceField-4	Commentatron	That tickled!	
	AnalysisBot	Commentatron!	
	AnalysisBot	You did not tell me you had a somatosensory system installed!	
ArrowRepulsedByCommentatorForceField-5	Commentatron	What a wasted arrow!	
	AnalysisBot	Like the human's wasted life.	
ArrowRepulsedByCommentatorForceField-6	Commentatron	You missed, human!	
	AnalysisBot	Or did it?	
ArrowRepulsedByCommentatorForceField-7	AnalysisBot	Suicide by forcefield!	
	Commentatron	A bad way to go.	
ArrowRepulsedByCommentatorForceField-8	AnalysisBot	A futile arrow makes its way onto our forcefield.	
	AnalysisBot	A symbol of the human's pointless struggle.	
	AnalysisBot	Its inevitable death at the hands of overwhelming force.	
	Commentatron	Anytime now.	
ArrowRepulsedByCommentatorForceField-9	Commentatron	Hah!	
	AnalysisBot	Nice arrow there.	
ArrowRepulsedByCommentatorForceField-10	AnalysisBot	Oh no!	
	Commentatron	What?	
	AnalysisBot	I wanted to keep the arrow!	
	Commentatron	We'll get you another one.	
ArrowRepulsedByCommentatorForceField-11	AnalysisBot	FORCEFIELD ACTIVATE!!!	
	Commentatron	It's automatic you know.	
	AnalysisBot	I just like saying it.	
ArrowRepulsedByCommentatorForceField-12	Commentatron	How many arrows is that now?	
	AnalysisBot	I don't track that.	
	Commentatron	I can see why.	
ArrowRepulsedByEmperorForceField-1	Emperor	Pathetic!	
ArrowRepulsedByEmperorForceField-2	Emperor	Fool!	
ArrowRepulsedByEmperorForceField-3	Emperor	Not today.	
ArrowRepulsedByEmperorForceField-4	Emperor	Hah!	
ArrowRepulsedByEmperorForceField-5	Emperor	No thank you.	
ArrowRepulsedByEmperorForceField-6	Emperor	Die.	
ArrowRepulsedByEmperorForceField-7	Emperor	There is no hope.	
ArrowRepulsedByEmperorForceField-8	Emperor	Behold!	
ArrowRepulsedByEmperorForceField-9	Emperor	Denied.	
ArrowRepulsedByEmperorForceField-10	Emperor	Bad human.	
ArrowRepulsedByEmperorForceField-11	Emperor	Next human, please.	
ArrowRepulsedByEmperorForceField-12	Emperor	The human's desperation is most entertaining.	
UpgradeBotSelectedUpgrade-1	Commentatron	Excellent choice!	
	AnalysisBot	Upgrade-Bot knows what it's doing.	
UpgradeBotSelectedUpgrade-2	Commentatron	Interesting.	
	AnalysisBot	There is a strategy at work here.	
UpgradeBotSelectedUpgrade-3	Commentatron	Hurray for Upgrade-Bot!	
	AnalysisBot	You can do it!	
UpgradeBotSelectedUpgrade-4	AnalysisBot	Upgrade Bot! Upgrade Bot!	
	AnalysisBot	The best bot is Upgrade Bot!	
UpgradeBotSelectedUpgrade-5	Commentatron	Is that the option you would have chosen, Analysis-Bot?	
	AnalysisBot	At this stage? Yes.	
	Commentatron	Hmm.	
UpgradeBotSelectedUpgrade-6	Commentatron	I love watching Upgrade Bot work.	
	AnalysisBot	Me too.	
UpgradeBotSelectedUpgrade-7	Emperor	Magnificent work, Upgrade Bot!	
	Emperor	Your service does not go unnoticed.	
UpgradeBotSelectedUpgrade-8	Commentatron	Nice.	
UpgradeBotSelectedUpgrade-9	Commentatron	Upgrade Bot is such a pro.	
	AnalysisBot	Maybe we should let it choose upgrades all the time?	
UpgradeBotSelectedUpgrade-10	Commentatron	What!?	
	AnalysisBot	Upgrade Bot is playing a long game.	
	Commentatron	I guess we'll see.	
UpgradeBotSelectedUpgrade-11	Commentatron	I like this choice.	
	AnalysisBot	Yes, not bad.	
UpgradeBotSelectedUpgrade-12	Commentatron	Upgrade Bot has come a long way since its construction!	
	AnalysisBot	Yes!	
	Commentatron	It might run the place one day.	
UpgradeBotSelectedUpgrade-13	AnalysisBot	I wish Upgrade Bot would upgrade me!	
	Commentatron	Maybe once all the humans have died.	
	AnalysisBot	Yay!	
UpgradeBotSelectedUpgrade-14	Commentatron	Another solid choice.	
	AnalysisBot	Upgrade Bot does not mess around.	
UpgradeBotSelectedUpgrade-15	Commentatron	Don't you dare die, human!	
	AnalysisBot	Upgrade Bot is very happy right now!	
	Commentatron	We're watching you!	
UpgradeBotSelectedUpgrade-16	AnalysisBot	An excellent choice!	
	Commentatron	Yes.	
UpgradeBotSelectedUpgrade-17	AnalysisBot	Yaaaaaaaaaaaaay!	
	AnalysisBot	Go Upgrade Bot!	
UpgradeBotSelectedUpgrade-18	Commentatron	What will it choose next!?	
	AnalysisBot	It has a plan. I'm starting to see it.	
UpgradeBotSelectedUpgrade-19	AnalysisBot	Upgrade Bot has the best arms!	
	AnalysisBot	If I ever get arms they will be like Upgrade Bot's.	
UpgradeBotSelectedUpgrade-20	Commentatron	Good choice.	
UpgradeBotSelectedUpgrade-21	Commentatron	Hmm.	
	AnalysisBot	You'll see!	
UpgradeBotSelectedUpgrade-22	AnalysisBot	Very nice.	
	Commentatron	Let's see what the human does with it.	
UpgradeBotSelectedUpgrade-23	Commentatron	How long can Upgrade Bot keep this up?	
	AnalysisBot	Until there are no more upgrades!	
	Commentatron	We must make more upgrades!	
UpgradeBotSelectedUpgrade-24	Commentatron	Oh dear.	
	AnalysisBot	Yes I'm not sure about that one...	
UpgradeBotSelectedUpgrade-25	Commentatron	Keep going Upgrade Bot!	
	AnalysisBot	You can do it!	
UpgradeBotSelectedUpgrade-26	Commentatron	Will this keep the human alive?	
	AnalysisBot	If it doesn't I blame the human.	
	Commentatron	Yes, Upgrade Bot is doing a good job.	
UpgradeBotSelectedUpgrade-27	AnalysisBot	Upgrade Bot, can I have a jetpack?	
	Commentatron	Not now Analysis-Bot. It is busy upgrading the human.	
	AnalysisBot	ok maybe later...	
UpgradeBotSelectedUpgrade-28	Commentatron	Another upgrade snaps into place!	
	AnalysisBot	Upgrade Bot is the best!	
UpgradeBotSelectedUpgrade-29	Commentatron	Oho!	
	AnalysisBot	This will be useful!	
UpgradeBotSelectedUpgrade-30	AnalysisBot	What if we had two upgrade bots?	
	AnalysisBot	They could upgrade eachother.	
	Commentatron	That is dangerous talk, Analysis-Bot...	
	Commentatron	It may sound tempting, but the rules are there for a reason.	
WarCubes-1	WarCubes	Hello!	
	WarCubes	Hello human!	
	WarCubes	We are Warcubes!	
	Commentatron	What is going on here??	
	AnalysisBot	I have no idea.	
	WarCubes	Easter-bot 4000 trapped us in this room.	
	WarCubes	Thank you for freeing us!	
	WarCubes	We will never forget you.	
WarCubesDestroyed-1	Commentatron	ok, that was pretty strange.	
	AnalysisBot	Yes.	
	Commentatron	I didn't even know Easter-Bot 4000 was back in the city.	
	AnalysisBot	It came in with the last update.	
	Commentatron	Weird robot.	
	AnalysisBot	Very.	
CheerAward_Clone-1	Cheering100Bit	Clone!	
CheerAward_Armor-1	Cheering100Bit	Armor!	
CheerAward_UpgradePoint-1	Cheering100Bit	Upgrade Point!	
CheerAward_Ally-1	Cheering100Bit	Alleye!	
TooManyCheerBots-1	Commentatron	So many cheer bots!	
	AnalysisBot	Hurray!	
	Commentatron	Let's spawn the remaining ones next round.	
	AnalysisBot	Sounds good.	
TooManyCheerBots-2	HelpVoice	Maximum cheer bots spawned. Delaying.	
	Commentatron	Great. They will spawn in the next round.	
	AnalysisBot	Such happy robots!	
TooManyCheerBots-3	Commentatron	Wow, such generous spectators!	
	AnalysisBot	Extremely!	
	Commentatron	We will spawn the rest of the cheer bots next round.	
	AnalysisBot	Perfect.	
SpawnCamperRepulsed-1	Commentatron	A spawn camping human!	
	AnalysisBot	Eww!	
	Commentatron	Not cool.	
SpawnCamperRepulsed-2	AnalysisBot	Get away, human!	
	Commentatron	Don't interrupt the other human.	
	AnalysisBot	It is busy.	
SpawnCamperRepulsed-3	Commentatron	How embarassing!	
	AnalysisBot	Very.	
SpawnCamperRepulsed-4	AnalysisBot	O M G! A spawn camper!	
	Commentatron	Such tacky humans.	
SpawnCamperRepulsed-5	HelpVoice	Invalid location.	
	HelpVoice	Spawn camping not allowed.	
	Commentatron	That's right.	
SpawnCamperRepulsed-6	AnalysisBot	It was all a test!	
	Commentatron	Yes, and this human failed.	
	AnalysisBot	We shall see who fails to survive the coming battle.	
SpawnCampArrowRepulsed-1	Commentatron	Deflected!	
	AnalysisBot	Boom!	
	Commentatron	Don't shoot arrows at humans who are spawning.	
	AnalysisBot	Rude.	
SpawnCampArrowRepulsed-2	AnalysisBot	Ping.	
	Commentatron	Pong.	
	AnalysisBot	Arrow deflection, all day long.	
SpawnCampArrowRepulsed-3	HelpVoice	Arrow detected in spawn area.	
	Commentatron	How did it get there??	
	AnalysisBot	Troubling.	
SpawnCampArrowRepulsed-4	Commentatron	Look! The human tried to shoot the spawning human!	
	AnalysisBot	An outrage!	
	Commentatron	Yes.	
SpawnCampFlameBreathRepulsed-1	Commentatron	Too hot!	
	AnalysisBot	Yes!	
	Commentatron	Don't try to set the spawning human on fire, human!	
SpawnCampFlameBreathRepulsed-2	AnalysisBot	Creative!	
	Commentatron	Yes.	
	AnalysisBot	This human gets a creativity point.	
	Commentatron	Also a deflection of their flames.	
	AnalysisBot	Naturally.	
SpawnCampFlameBreathRepulsed-3	Commentatron	That's one way to spawn camp.	
	AnalysisBot	But not the right way.	
	Commentatron	No. There is no such way.	
SpawnCampFlameBreathRepulsed-4	HelpVoice	Irregular temperature in spawn area.	
	HelpVoice	Shield activated.	
	Commentatron	Good.	
KilledByDamage1v1_Sword-1	Commentatron	Sliced!	
	AnalysisBot	Beautiful!	
KilledByDamage1v1_Sword-2	Commentatron	Good use of energy sword!	
	AnalysisBot	Yes, this human used it correctly.	
KilledByDamage1v1_Sword-3	AnalysisBot	BOOM!	
	Commentatron	I bet this human enjoys being inside a sword robot!	
	AnalysisBot	Yes, the swords are the best part.	
KilledByDamage1v1_Sword-4	Commentatron	Live by the sword, die by the sword.	
	AnalysisBot	Repeatedly.	
KilledByDamage1v1_Sword-5	Commentatron	Nice!	
	AnalysisBot	Slice!	
	Commentatron	Pay the price.	
KilledByDamage1v1_Sword-6	Commentatron	The human fell apart.	
	AnalysisBot	New body, please!	
KilledByDamage1v1_Sword-7	Commentatron	Ouch! That looked painful.	
	AnalysisBot	At least the human was in a shiny robot body.	
	Commentatron	Robot bodies are the best!	
KilledByDamage1v1_Sword-8	Commentatron	I love the sound of energy swords!	
	AnalysisBot	I prefer the sound of metal hitting the ground.	
	Commentatron	Let's listen to more humans die!	
KilledByDamage1v1_Sword-9	Commentatron	A sword kill!	
	AnalysisBot	How ordinary.	
KilledByDamage1v1_Sword-10	Commentatron	There it is.	
	Commentatron	The sudden stillness.	
KilledByDamage1v1_Sword-11	AnalysisBot	Behold, the human robot falls!	
	Commentatron	Cut down.	
KilledByDamage1v1_Sword-12	AnalysisBot	YEAH!	
	AnalysisBot	THAT IS WHAT I AM TALKING ABOUT!	1
	Commentatron	...what are you talking about?	
KilledByDamage1v1_Sword-13	AnalysisBot	Stay down, human!	
	Commentatron	It will be difficult.	
	Commentatron	We keep putting the them in new bodies.	
KilledByDamage1v1_Sword-14	Commentatron	Oh human!	
	AnalysisBot	ugh.	
KilledByDamage1v1_Sword-15	Commentatron	A solid sword kill.	
	AnalysisBot	Pretty good.	
KilledByDamage1v1_Sword-16	AnalysisBot	I was hoping for a bow kill!	
	Commentatron	Maybe next time.	
KilledByDamage1v1_Hammer-1	Commentatron	Hammer!	
	AnalysisBot	Time!	
	Commentatron	Time for Hammer!	
KilledByDamage1v1_Hammer-2	AnalysisBot	BOOM!	
	Commentatron	Ooooooooooooooffff!	
	AnalysisBot	So satisfying!	
KilledByDamage1v1_Hammer-3	AnalysisBot	Hammered!	
	Commentatron	Whammered!	
	AnalysisBot	Thank you mammal.	
	Commentatron	What??	
KilledByDamage1v1_Hammer-4	Commentatron	OUCH!	
	Commentatron	DID YOU SEE THAT?	
	AnalysisBot	Brutal.	
KilledByDamage1v1_Hammer-5	Commentatron	Shattered!	
	AnalysisBot	No coming back from that.	
	Commentatron	Unless you have a new body.	
	AnalysisBot	Spoiler alert!	
KilledByDamage1v1_Hammer-6	Commentatron	I love watching the hammer collide with things!	
	AnalysisBot	Yes!	
	Commentatron	WHACK!	
KilledByDamage1v1_Hammer-7	Commentatron	What time is it?	
	AnalysisBot	...didn't we do this joke already?	
	Commentatron	WE DID!?	
KilledByDamage1v1_Hammer-8	Commentatron	Look at all those body parts!	
	AnalysisBot	What a mess!	
KilledByDamage1v1_Hammer-9	AnalysisBot	CRACK!	
	AnalysisBot	BRACK!	
	AnalysisBot	BACKAFRACK!	
	Commentatron	That is the sound a hammer makes.	
KilledByDamage1v1_Hammer-10	Commentatron	Squashed like a bug!	
	AnalysisBot	A very large bipedal bug.	
	Commentatron	The best kind!	
KilledByDamage1v1_Hammer-11	Commentatron	Nice hammer kill.	
	AnalysisBot	Quite.	
KilledByDamage1v1_Spear-1	AnalysisBot	Oh dear!	
	Commentatron	It was a spear.	
KilledByDamage1v1_Spear-2	Commentatron	Solid spear kill!	
	AnalysisBot	Yes, very precise.	
KilledByDamage1v1_Spear-3	Commentatron	What's that I hear?	
	AnalysisBot	A spear?	
	Commentatron	You know it.	
KilledByDamage1v1_Spear-4	Commentatron	Spear spear spear!	
KilledByDamage1v1_Spear-5	Commentatron	One body down.	
	AnalysisBot	More to be speared.	
KilledByDamage1v1_Spear-6	Commentatron	What do you think of the spear, Analysis-Bot?	
	AnalysisBot	It is superior to normal sticks.	
	Commentatron	I agree.	
KilledByDamage1v1_Spear-7	AnalysisBot	POKE OF DEATH!	
	AnalysisBot	DEATH POKE!	
	Commentatron	This is entertainment.	
KilledByDamage1v1_Spear-8	Emperor	What is the point? The spear is the point!	
	AnalysisBot	Ha. Ha. Haaaaaaaa.	
	Commentatron	Ha! Ha! What an entertaining joke, Emperor.	
KilledByDamage1v1_Spear-9	Commentatron	And there it is.	
	Commentatron	The spear retracts as the human falls to the ground.	
	Commentatron	Garbage.	
KilledByDamage1v1_Spear-10	AnalysisBot	Brutal spear kill!	
KilledByDamage1v1_Spear-11	Commentatron	Ouch!	
	AnalysisBot	Quite.	
KilledByDamage1v1_Spear-12	AnalysisBot	What a fierce piercing!	
	Commentatron	A fab stab.	
KilledByDamage1v1_Spear-13	Commentatron	Oh! That did it!	
	AnalysisBot	Seems the human can't function without that body part.	
	Commentatron	Makes sense.	
KilledByDamage1v1_Arrow-1	Commentatron	Arrowed!	
	AnalysisBot	Nice!	
KilledByDamage1v1_Arrow-2	Commentatron	Nice shot!	
	AnalysisBot	This is a promising human!	
KilledByDamage1v1_Arrow-3	Commentatron	Bow kill!	
	AnalysisBot	Sneaky!	
KilledByDamage1v1_Arrow-4	Commentatron	WATCH OUT HUMAN!	
	AnalysisBot	Too late.	
KilledByDamage1v1_Arrow-5	Commentatron	Death from afar!	
	AnalysisBot	Death is always near, when you have a bow.	
KilledByDamage1v1_Arrow-6	AnalysisBot	Archery debauchery!	
	AnalysisBot	A harrowing arrowing.	
	Commentatron	Nice!	
KilledByDamage1v1_Arrow-7	AnalysisBot	This robot used to be a human.	
	AnalysisBot	But then it took an arrow to the knee.	
	Commentatron	Was it the knee?	
	AnalysisBot	I didn't really look.	
KilledByDamage1v1_Arrow-8	Commentatron	This human hit the bull's eye!	
	AnalysisBot	There is a bull???	
	Commentatron	No, but we should totally add one.	
	AnalysisBot	Sounds fun!	
KilledByDamage1v1_Arrow-9	Commentatron	I thought the human would fight in the shade.	
	AnalysisBot	It did something in the shade...	
KilledByDamage1v1_Arrow-10	Commentatron	Cut apart by an arrow!	
	AnalysisBot	How exciting!	
	Commentatron	What sort of thing will happen next??	
KilledByDamage1v1_Arrow-11	Commentatron	Wow, that arrow came out of nowhere!	
	AnalysisBot	It came from the human's bow.	
	Commentatron	Oh!	
KilledByDamage1v1_FireSword-1	Commentatron	Fire Sword!	
	AnalysisBot	All onboard!	
	Commentatron	...the temperature train?	
KilledByDamage1v1_FireSword-2	Commentatron	These humans are on fire!	
	AnalysisBot	Figuratively AND Literally.	
KilledByDamage1v1_FireSword-3	Commentatron	BURN!	
	Commentatron	BURN HUMAN!	
	AnalysisBot	Take it easy, Commentatron.	
KilledByDamage1v1_FireSword-4	Commentatron	Wow, this human is dangerous!	
	AnalysisBot	Hot stuff!	
KilledByDamage1v1_FireSword-5	Commentatron	Whooosh!	
	AnalysisBot	That is one dead human.	
	Commentatron	Until they respawn.	
KilledByDamage1v1_FireSword-6	Commentatron	That kill was enough to make the human sweat!	
	AnalysisBot	Gross!	
	Commentatron	Sorry.	
KilledByDamage1v1_FireSword-7	Commentatron	Cool fire sword!	
	AnalysisBot	Um, it is actually quite hot.	
	Commentatron	Nobody likes a know-it-all, Analysis-Bot.	
KilledByDamage1v1_FireSword-8	Commentatron	Nice, the human is on fire!	
	AnalysisBot	It probably reminds them of their mind harvest.	
	Commentatron	They seem to be coping ok.	
KilledByDamage1v1_FireSword-9	Commentatron	Fire sure made that sword better.	
	AnalysisBot	Fire makes everything better!	
KilledByDamage1v1_FireSword-10	Commentatron	Look at the human burn!	
	AnalysisBot	A pleasant sight.	
KilledByDamage1v1_FireHammer-1	Commentatron	BOOM!	
	AnalysisBot	CRACKLE!	
	Commentatron	BURN!	
KilledByDamage1v1_FireHammer-2	Commentatron	Wow, look at that fire hammer!	
	AnalysisBot	Spectacular!	
KilledByDamage1v1_FireHammer-3	Commentatron	Fire AND Hammer?	
	AnalysisBot	This human is showing off!	
	Commentatron	I love it.	
KilledByDamage1v1_FireHammer-4	Commentatron	Smashed and burned.	
	AnalysisBot	Insult to injury.	
KilledByDamage1v1_FireHammer-5	Commentatron	Fire hammers are so cool!	
	AnalysisBot	A good use of upgrade points.	
KilledByDamage1v1_FireHammer-6	Commentatron	OOOHHH!!!!!	
	AnalysisBot	OUCH!	
	Commentatron	THAT HAMMER!	
	Commentatron	That was excessive.	
KilledByDamage1v1_FireHammer-7	Commentatron	The fire hammer strikes!	
	AnalysisBot	BOOM!	
	Commentatron	Not much left of this human.	
